	Control.A01	Control.A02	Control.A03	Control.A04	Control.A05	Control.A06	Control.A07	Control.A08	Control.A09	Control.A10	Control.A11	Control.A12	Control.A13	Control.A14	Control.A15	Control.A16	Control.A17	Control.A18	Control.A19	Control.A20	Control.A21	Control.A22	Control.A23	Control.A24	Control.A25	Control.A26	Control.A27	Control.A28	Control.C01	Control.C02	Control.C03	Control.C04	Control.C05	Control.C06	Control.C07	Control.C08	Control.C09	Control.C10	Control.C11	Control.C12	Control.C13	Control.C14	Control.C15	Control.C17	Control.C18	PsO.A01	PsO.A02	PsO.A03	PsO.A04	PsO.A05	PsO.A06	PsO.A07	PsO.A08	PsO.A09	PsO.A10	PsO.A11	PsO.A12	PsO.A13	PsO.A14	PsO.A15	PsO.A16	PsO.A17	PsO.A18	PsO.A19	PsO.A20	PsO.A21	PsO.A22	PsO.A23	PsO.A24	PsO.A25	PsO.A26	PsO.A27	PsO.A28	PsO.C03	PsO.C04	PsO.C05	PsO.C06	PsO.C07	PsO.C08	PsO.C09	PsO.C10	PsO.C11	PsO.C12	PsO.C14	PsO.C15	PsO.C16	PsO.C17	PsO.C18	PsO.C19	PsO.C20	PsO.C21	PsO.C22	PsO.C23	PsO.C24	PsO.C25	PsO.C26	PsO.C27	PsO.C28	PsO.C29	PsO.C30	PsO.C31	PsO.C32	PsO.C33	PsO.C34	PsO.C35	PsO.C36	PsO.C37	PsO.C38	PsO.C39	PsO.C40	PsO.C41	PsO.C42	PsO.C43	PsO.C44	PsO.C45	PsO.C46	PsO.C47	PsO.C48	PsO.C49	PsO.C50	PsO.C51	PsO.C52	PsO.C53	PsO.C54	PsO.C55	PsO.C56	PsO.C57	PsO.C58	PsO.C59	PsO.C60	PsO.C61	PsO.C62	PsO.C63	PsO.C64	PsO.C65	PsO.C66	PsO.C67	PsO.C68	PsO.C69	PsO.C70	PsO.C71	PsO.C72	PsO.C73
LACTOSECAT-PWY: lactose and galactose degradation I	3.41E-05	2.34E-05	8.20E-05	1.14E-05	7.06E-06	2.13E-05	2.79E-05	8.34E-05	1.56E-05	0.000112145	8.95E-05	5.01E-05	5.19E-05	8.51E-05	8.88E-05	8.31E-05	6.67E-06	2.12E-05	4.41E-05	0.000247051	0.000152283	4.19E-05	0.000231016	0.000126907	4.86E-05	0.000304893	6.35E-06	0.00028311	0.000973076	0.000165026	0.000219565	0.000625368	0.000221594	3.12E-05	9.04E-06	0.000188699	6.42E-05	0.000458691	0.000457401	7.95E-05	0.000519712	0.000779666	7.58E-05	0.000297029	0.000407509	6.34E-06	6.42E-05	2.93E-05	3.13E-05	7.79E-05	3.04E-05	4.87E-05	0.000395164	6.26E-05	0.000498549	6.12E-05	2.80E-05	3.74E-05	0.000193339	0.000413737	4.61E-05	8.34E-06	0.000100024	0	0.000197387	2.20E-05	4.26E-05	0.000129667	8.07E-05	7.66E-05	0	0.00012907	8.37E-05	0.000122252	2.06E-05	3.71E-05	0.000533459	7.37E-05	8.77E-06	1.84E-05	2.82E-05	0.00027246	1.19E-05	1.52E-05	2.77E-05	3.17E-05	4.25E-05	8.09E-05	9.59E-06	0.000164614	0.00117629	8.13E-05	2.70E-05	0.000440579	2.54E-05	0.00011556	0	9.28E-06	6.16E-05	0.000194092	0.000115445	3.52E-05	2.92E-05	0.000139196	2.70E-05	0.000140113	0.000100501	0	6.72E-05	1.49E-05	0.000102458	6.04E-05	0.000232208	0.000269929	9.15E-06	1.73E-05	2.43E-05	4.34E-05	7.24E-06	6.41E-06	2.38E-05	1.38E-05	0.00011301	0.000121739	4.85E-06	5.88E-05	0.000196222	7.43E-05	1.26E-05	5.83E-05	3.69E-05	0.00012689	9.13E-05	7.72E-05	0.000233323	0	7.20E-05	0.00130808	0.000897386	0.000228334	0.000193015	0.000146765	7.92E-05
LIPASYN-PWY: phospholipases	0	0	0.000267206	0	0.000173812	0	0.000964587	0	0.00123453	0	0	0	0.000137317	0.000485413	0.00145563	0	0	0	0	0	0	0.000682227	9.90E-05	0	0.00013217	0	0.000387523	0	0	0.000106367	7.46E-05	0.000317485	0.00165151	0	0.00162895	0	0.00114663	0	0.00148443	0	0	0	0	0	0.000189219	0.000383672	0.000888113	0.000188648	0.000352935	3.41E-06	0.000171499	0.00033057	0	0	0	0	0	0	0.000194364	0.00220936	0	0.000517487	0	0.00107271	0	0.00171191	0.00109403	0.000257425	7.55E-05	0.000351671	0	0.000640137	0	2.06E-05	0	0.000200074	0.000204253	0	0	0.000978383	0.000321952	2.52E-05	0	0.000237357	8.18E-06	0	0.000232791	0	0.00017938	0.000883811	0	0	0.000206582	0.000278951	0	0	0.00128588	0.000191467	0	0	0.000752091	0	0.000717434	0	0.000111822	0.000571238	0	0	0	0	0	0	4.13E-05	0	0	0.000122177	0.000421848	0	0	6.50E-05	0	0.00104511	0	0	0.000408395	0	0	4.14E-06	0	0	0	0.000165698	0	0.000241108	0	0.00138002	0.000652984	0	0	0	0.000387338	0.000137138	0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	7.88E-05	6.87E-06	0	0	1.68E-05	6.19E-05	0.00022125	0	0.000452713	9.21E-06	9.52E-06	0	0	7.90E-05	0.00026702	0	0	0	0	1.29E-05	0	0	0	0	0.000152763	0	2.11E-05	0.000198604	1.56E-05	0	0	1.19E-05	0.000380498	6.75E-05	0	5.99E-05	3.05E-05	0	0.00011993	1.59E-05	0.000102351	0	0	6.54E-05	0	3.21E-05	0.000200542	0.000137555	2.52E-05	0	0	3.51E-05	0	0	3.86E-05	0	0	3.26E-05	1.99E-05	0.000507452	0	0.000107621	0	8.89E-05	0	0.000194352	0.000236398	5.35E-05	1.76E-05	0.000217608	0	8.61E-05	0	0	0	0	2.66E-05	0.000644515	2.20E-05	2.07E-05	0	0	0	0	0	0	6.18E-05	0.000120587	2.96E-05	0	0.000109122	0	0	5.85E-05	2.17E-05	0	2.58E-05	1.08E-05	0	0	0.000404381	0	0.000141366	9.44E-06	0	0.000702764	0	0	2.22E-05	5.92E-05	0	0	9.80E-06	0	0	1.46E-05	5.87E-05	0	0	8.19E-06	0	0.000241436	0.000128993	1.79E-05	8.68E-05	0	0	0	0	2.38E-05	0	2.52E-05	2.53E-05	6.51E-05	0	0.000459911	0.000234972	0	0	0	3.04E-05	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	0.00116453	0.000138424	0.000923544	5.43E-05	0.000337464	0.000417225	0.00169516	7.42E-05	0.00183062	0.000212622	0.000125969	0.000109893	0.000223695	0.00196503	0.00192262	0.000101228	0.000431842	0	0.000603026	0.000177115	0.000176206	0.00178209	0.000429804	0	0.000921382	9.24E-05	0.000869619	0.00123	0.000266732	0.000391193	0.000283165	0.000629313	0.00222318	0.000350472	0.00492056	0.000609224	0.00168859	0.000191854	0.00250801	0.000267673	0.000610769	0.000172383	0.00331829	0.000454537	0.000453413	0.000864719	0.00127259	0.000598183	0.000497513	7.64E-05	0.000329453	0.00104397	0.000662053	0.000479172	0.000336437	1.35E-05	0.000119894	0.000190398	0.0004583	0.0041026	0.000202796	0.00145462	0	0.0014712	0.000387413	0.00253043	0.00150038	0.000421431	0.000237816	0.00121658	0	0.000799691	0.000141961	0.000336713	0.000136393	0.000237047	0.000374201	0.00268682	0.00141747	0.00219432	0.000825931	6.24E-05	0	0.000418578	0.000146627	0.000312852	0.000728498	0.00186236	0.000277968	0.00202517	0.00123453	0.000103409	0.000934324	0.000663771	0.000222329	0.000155614	0.00138107	0.000305821	0.000289799	0.000770344	0.00147358	1.63E-05	0.00132929	0.000169882	0.000394618	0.00245831	0.000127837	3.18E-05	0.00012253	0.000845898	0	0.000946973	9.37E-05	3.30E-05	2.44E-05	0.000297127	0.000768524	0	2.04E-05	0.000130611	0.000454872	0.00156679	0.000950108	0.000361379	0.000691245	6.35E-05	0.000101187	6.00E-05	0.000433433	0.000346471	2.20E-05	0.00022702	0.000631783	0.000374013	3.89E-05	0.00242739	0.00100214	0.000137092	0.00132229	0.000506954	0.00047646	0.00013079	2.91E-05
METH-ACETATE-PWY: methanogenesis from acetate	0.000269396	6.83E-05	0.000106816	0.000209128	2.58E-05	0.000173012	0.000103573	0.000122332	2.92E-05	0.000166185	6.56E-05	7.81E-05	0.000189994	6.35E-05	2.89E-05	8.24E-05	0.000305066	5.42E-05	9.36E-05	0.000512706	0.000132491	0.000211789	0.00010364	0.000100174	3.72E-05	0.000207206	0.000282976	0.000295843	0.000110015	2.25E-05	0.000232808	0.000339541	2.81E-05	0.000108084	1.35E-05	0.00019094	0.000159893	0.000170349	1.13E-05	0.000188186	0.000653701	0.000386216	4.59E-05	0.000185728	0.00028151	5.16E-05	0.000125479	5.52E-05	8.48E-05	0.000169053	8.48E-05	4.01E-05	8.24E-05	5.86E-05	0.000117666	2.13E-05	0.000158725	0.000110476	9.20E-05	0	8.81E-05	5.41E-05	3.95E-05	3.23E-05	0.000135718	2.25E-05	0.000201129	9.77E-05	0.000110545	5.79E-05	4.30E-05	0.000114623	0.000214628	0.000292232	0.000413884	0.000122826	0.000357635	0.000124786	0.000149207	0.000101199	0.000203507	0.000365001	0.000114953	0.000252678	2.54E-05	4.81E-05	8.61E-05	8.88E-05	1.52E-05	7.22E-05	0.000437977	7.57E-05	4.18E-05	0.00017418	9.66E-05	7.90E-05	0	0.000254855	4.54E-05	0.00023009	0	0.000163995	4.33E-05	0.000104389	9.10E-05	5.45E-05	2.99E-05	9.39E-05	5.02E-05	9.03E-05	0.000256923	0.000183977	0.00052223	0.000292543	3.76E-05	0.000136644	0.0001831	0.000153391	0.000111221	2.52E-05	0.000364753	3.13E-05	0.000179345	0.000472301	4.69E-05	6.55E-05	0.000177769	7.47E-05	8.26E-05	8.71E-05	0.000151	0.00025302	0.000135692	0.000172041	6.71E-05	7.98E-06	0.000106121	0.000969393	0.000138484	0.000127377	0.000551954	0.000512612	0
METHANOGENESIS-PWY: methanogenesis from H2 and CO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	9.22E-05	9.58E-06	0.000232458	3.95E-05	2.38E-05	0.000160148	0.000195716	2.97E-05	0.000135452	1.93E-05	7.96E-06	6.79E-05	0.00015431	0.000653142	0.000226086	6.92E-05	0	0	6.56E-05	1.73E-05	2.01E-05	0.000361431	0.000165101	3.31E-05	0.000332143	6.00E-05	0.000284761	9.58E-05	0.000104184	0.00014606	0.000128786	6.89E-05	0.000323129	3.40E-06	0.00129652	3.10E-05	0.000186854	3.67E-05	0.000213002	9.01E-05	0.000219249	5.27E-05	0.000481217	0.00014693	7.11E-05	2.79E-05	0.00026685	4.10E-05	0.000118648	0	4.23E-05	0.000119943	0.000139966	9.09E-06	5.01E-06	0	0	2.35E-05	0.000138692	0.00132339	3.83E-06	0.000515738	1.12E-05	0.000239891	8.63E-06	0.000512667	9.41E-05	2.32E-05	0.000434349	7.19E-05	6.90E-05	0.000124079	9.41E-05	5.01E-05	2.38E-05	0.000229499	5.37E-05	6.42E-05	0.000123381	0.000255279	0.000488653	5.05E-06	0	3.08E-05	6.58E-05	0.000144868	6.06E-06	3.27E-05	5.74E-05	8.41E-05	6.34E-05	1.60E-05	0.000168557	0.000106538	4.52E-05	4.94E-05	9.86E-05	3.90E-05	5.46E-06	5.67E-05	0.000222921	0	0.00027376	5.66E-05	5.19E-05	0.000250842	6.25E-06	3.59E-05	7.11E-05	2.21E-05	4.44E-05	1.96E-05	1.90E-05	3.82E-05	0	3.25E-05	0.000257369	0	1.56E-05	1.55E-05	0.000109198	0.000256371	2.04E-05	0.000112728	0.000229734	3.70E-05	7.43E-05	0	5.61E-05	1.87E-05	2.40E-05	8.89E-05	2.67E-05	2.95E-05	1.81E-05	0.000262621	9.72E-05	3.49E-05	0.00011773	8.41E-06	0.000134137	8.62E-05	1.51E-05
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	0.00111825	0.000122041	0.00083436	4.78E-05	0.000308637	0.000375138	0.00164074	6.52E-05	0.00182801	0.000188009	0.000110511	9.69E-05	0.000197982	0.00188506	0.00189128	8.88E-05	0.00039619	0	0.000588433	0.000155608	0.000158311	0.00162967	0.000386349	0	0.000847615	8.13E-05	0.000791574	0.00111827	0.000234576	0.000348838	0.000253358	0.000560125	0.00212125	0.000316754	0.004801	0.000554095	0.00156566	0.000171459	0.00240374	0.000236545	0.000543255	0.000151602	0.00316577	0.000412489	0.000408891	0.000833355	0.00117605	0.000535859	0.000462069	6.72E-05	0.000292252	0.000953392	0.00060628	0.000432873	0.000298759	1.18E-05	0.000105985	0.000168883	0.000409982	0.00413876	0.000178841	0.00140343	0	0.00138678	0.000357264	0.002451	0.00144155	0.000383059	0.000209683	0.00112682	0	0.000742469	0.000125091	0.000298976	0.000121117	0.000208526	0.000332231	0.00262518	0.00139964	0.00207976	0.000753228	5.47E-05	0	0.000374877	0.000129476	0.000278459	0.000674068	0.00169074	0.000246048	0.00185814	0.00110688	9.07E-05	0.000843637	0.000602063	0.000196642	0.00013938	0.00130828	0.000270349	0.000260195	0.000702015	0.00146757	1.43E-05	0.00124445	0.000149487	0.00036231	0.00237726	0.000113112	2.79E-05	0.000108107	0.000801726	0	0.000875563	8.22E-05	2.88E-05	2.14E-05	0.000272562	0.000707523	0	1.79E-05	0.000115609	0.000407389	0.00152093	0.00085563	0.000321127	0.00064334	5.57E-05	8.96E-05	5.27E-05	0.000386726	0.000309649	1.93E-05	0.000202527	0.00056716	0.00033202	3.42E-05	0.00232744	0.000905415	0.000120546	0.0011792	0.000456637	0.000426254	0.000115455	2.56E-05
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0.000116372	6.66E-05	0.000377333	3.30E-05	2.77E-05	5.30E-05	0.000127597	2.08E-05	0.000143562	6.00E-06	2.49E-06	8.10E-05	4.45E-05	6.87E-05	0.000306983	6.08E-05	1.79E-05	0.000175058	7.35E-05	0.000171205	0.000101741	0.000349623	0.000292486	7.33E-06	0.000145113	9.64E-06	0.000460073	0.000187564	3.39E-05	6.12E-05	1.54E-05	4.90E-05	0.000253984	6.39E-05	0.000400517	5.08E-05	0.00020193	0	0.000251115	8.73E-06	5.67E-05	1.03E-05	0.000341445	4.51E-05	8.80E-05	5.16E-05	0.000227115	2.49E-05	4.31E-05	0	0.000606003	0.000197797	2.02E-05	9.01E-05	1.80E-05	0.000114993	0	1.20E-05	0.000397826	0.00135145	2.57E-06	9.72E-05	4.38E-05	0.000298926	2.37E-05	0.000637325	0.000110034	2.21E-05	9.11E-05	0.000148087	0	0.000195027	2.88E-05	2.73E-06	3.08E-05	0.000118534	5.27E-05	0.00029119	0.000180116	0.00028547	8.32E-05	2.06E-05	1.00E-05	0.000115326	9.45E-05	2.36E-05	5.70E-05	0.000183953	0.000122143	0.000511722	6.73E-05	1.91E-05	8.93E-05	9.03E-05	0.00012158	2.55E-05	3.97E-06	5.11E-05	0.000179411	6.73E-05	0.00015436	1.72E-05	0.000244288	0.000106436	3.73E-05	0.000208918	6.57E-06	6.33E-05	0.000102085	0.000134609	0	0.000171499	2.91E-05	0	0	1.90E-05	7.46E-05	0	1.83E-05	4.70E-06	2.01E-05	0.000137483	0.000147026	2.94E-05	5.20E-05	1.45E-05	0	0	3.88E-05	3.24E-05	4.49E-05	3.08E-05	8.43E-05	0.000315546	2.92E-05	0.000204718	0.000101215	0	0.000587053	7.14E-05	9.71E-05	1.70E-06	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	0.00171066	0.00386231	0.00223609	0.00225774	0.00403113	0.00359256	0.00233012	0.00144227	0.00317892	0.0027701	0.00273343	0.00401634	0.00138087	0.00174187	0.00280353	0.00346896	0.00249099	0.000505065	0.00260894	0.00239862	0.000689813	0.00203251	0.00422547	0.00465304	0.00222925	0.00177352	0.00392611	0.00194357	0.000216558	0.0043848	0.000769009	0.00155071	0.00370828	0.00385415	0.00342635	0.00254601	0.00196279	0.00102789	0.00319676	0.0016819	0.00146074	0.00155246	0.00348197	0.00372951	0.00135742	0.00662238	0.0027582	0.00174922	0.00201081	0.00498684	0.00264691	0.00171854	0.00154958	0.00308218	0.001985	0.00125017	0.0023065	0.00217486	0.00241409	0.00270003	0.00346503	0.0037092	0.000562549	0.00438804	0.000875572	0.00295708	0.00220597	0.00191126	0.00268646	0.00206814	0.00317749	0.00133286	0.00432475	0.00103271	0.00343523	0.00160068	0.00286309	0.00321834	0.00316542	0.00317553	0.0038811	0.000851893	0.00531212	0.00211913	0.00127192	0.00377998	0.00265039	0.00363575	0.000801198	0.00314271	0.00139649	0.000887512	0.00157203	0.00140449	0.000926068	0.000998912	0.00376293	0.00104232	0.00076325	0.00440614	0.00354091	0.00139772	0.00503423	0.00179072	0.00265274	0.00255269	0.00337327	0.000675606	0.000814948	0.00136524	0.00272557	0.00156307	0.00101112	0.00114105	0.000393666	0.00341232	0.0026075	0.000704868	0.00185027	0.00256417	0.00143895	0.00253562	0.00158612	0.00337126	0.00205009	0.000689957	0.00343672	0.00242342	0.00203272	0.00224933	0.00326683	0.00239618	0.00210353	0.0017217	0.00326053	0.00257626	0.00130648	0.000846872	0.000275661	0.00168597	0.00232208	0.00228255	0.00115775
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.00995688	0.0102335	0.0118475	0.0121202	0.0121662	0.00942826	0.00991374	0.0132442	0.00905126	0.0115643	0.0123167	0.0108783	0.0121277	0.00885075	0.00711928	0.00995252	0.0119581	0.0146873	0.0117668	0.010463	0.0143843	0.00800823	0.0108775	0.0100965	0.00926328	0.0130966	0.00925966	0.0100335	0.0109098	0.0102563	0.0125282	0.0133248	0.00711917	0.0109592	0.00409357	0.0107954	0.0084407	0.0138174	0.00933103	0.0128761	0.0110502	0.0121378	0.00545206	0.0111792	0.0112911	0.0112669	0.00811799	0.0119617	0.0111979	0.0121211	0.0133008	0.00849916	0.012019	0.0101475	0.012979	0.0119773	0.0137767	0.0120652	0.0115725	0.00318801	0.011167	0.00843069	0.0122834	0.00811744	0.0135889	0.00748156	0.00821003	0.0152652	0.0095506	0.0101166	0.0113529	0.0102727	0.0115556	0.0109033	0.0115027	0.0121184	0.0104853	0.00787594	0.00838475	0.00681814	0.0101845	0.012769	0.0114745	0.0111091	0.0114033	0.0101967	0.0109468	0.0079311	0.0123181	0.0071975	0.0103165	0.0124315	0.011686	0.0121918	0.0104569	0.0108806	0.00868944	0.0139193	0.0105704	0.00908167	0.011237	0.0130854	0.00886753	0.0111375	0.0109891	0.00822398	0.0105758	0.0139427	0.0129009	0.00990918	0.0104119	0.0113123	0.011197	0.0128457	0.0111457	0.0119311	0.00942904	0.0136175	0.0112831	0.0120297	0.0104226	0.00958234	0.0106244	0.0108392	0.0100512	0.0120466	0.0126518	0.0104582	0.00950792	0.0125863	0.0134518	0.0120163	0.0100972	0.0112933	0.0130073	0.00713737	0.0104375	0.0116063	0.0111766	0.0110657	0.0103278	0.011422	0.0120855
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.00372464	0.00308659	0.00379961	0.00425741	0.00222408	0.00544717	0.00318008	0.00691033	0.00446314	0.0041124	0.00566291	0.00311724	0.00441577	0.00557514	0.00505854	0.00438999	0.00279179	0.0086948	0.00244958	0.00317283	0.0025956	0.00437949	0.00353673	0.00436827	0.00444109	0.00379608	0.00346672	0.00526107	0.00983076	0.00330866	0.00435794	0.00501919	0.00524351	0.00369702	0.00791329	0.00397457	0.00604082	0.0042817	0.00521103	0.0022471	0.00741394	0.00360752	0.00723987	0.00425375	0.00610424	0.00235435	0.00518197	0.00356546	0.00359435	0.00364885	0.00380511	0.0101086	0.00455975	0.00284712	0.00354117	0.00204009	0.00338413	0.00423343	0.00357713	0.00791172	0.00429637	0.00513657	0.00976099	0.00516274	0.0074389	0.00699102	0.00472722	0.00222334	0.00382546	0.00415078	0.0036113	0.00752205	0.00251087	0.00680692	0.0031028	0.00333334	0.00634388	0.00518012	0.00421648	0.00481403	0.00375915	0.00468673	0.00383455	0.00473405	0.00629092	0.00287035	0.00329855	0.00768645	0.0082623	0.0056869	0.00485644	0.00603126	0.00449944	0.0053251	0.00930183	0.00837968	0.00420148	0.00391167	0.00936948	0.00404653	0.0031977	0.00535822	0.00407153	0.00749774	0.00289777	0.00601631	0.0052317	0.0049607	0.00735853	0.00358826	0.00395112	0.00403653	0.00665719	0.00413666	0.00932787	0.00239948	0.00437884	0.0074428	0.00463002	0.00238778	0.0075317	0.00405516	0.00522048	0.00480158	0.00414834	0.00575125	0.00254167	0.00327509	0.00484782	0.00276399	0.00287359	0.00297617	0.0046371	0.00810642	0.00295687	0.0048288	0.00708977	0.0056151	0.00502486	0.00588597	0.00445329	0.0036346	0.00200571
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.00329536	0.00185918	0.00364351	0.00346829	0.00251933	0.00286758	0.00728842	0.00320626	0.00362776	0.00519688	0.0037977	0.0020536	0.00434196	0.0032285	0.00409291	0.00210654	0.00296325	0.00199889	0.00216178	0.00508367	0.00449662	0.00371052	0.0033156	0.00379606	0.00307218	0.00602203	0.0037229	0.00599139	0.0107741	0.00360056	0.0041169	0.0069852	0.00443596	0.00171943	0.00294928	0.00515342	0.00463244	0.0041817	0.0034426	0.00654121	0.00642187	0.00660813	0.00467717	0.00437282	0.00453876	0.00243654	0.00353913	0.00382979	0.00198245	0.00602952	0.00524167	0.00352141	0.00799725	0.00536913	0.00673634	0.00431309	0.00438132	0.00496724	0.004533	0.00165237	0.00587421	0.00508769	0.00359662	0.00323988	0.00456073	0.00484755	0.004184	0.00984714	0.00406239	0.00479153	0.00352247	0.00359266	0.00584587	0.00366728	0.0033231	0.00434878	0.0052396	0.00476451	0.00396319	0.00335751	0.00355649	0.00358951	0.005265	0.00361377	0.00328483	0.0028035	0.00313251	0.00337783	0.00387981	0.00492519	0.00509331	0.00454477	0.00331872	0.00788316	0.00325265	0.00295489	0.00387978	0.00539488	0.00434424	0.00316164	0.0038543	0.0059353	0.00302117	0.00401504	0.00440646	0.00322918	0.00326408	0.00556893	0.00191322	0.00350163	0.00328271	0.00352774	0.00475712	0.00549715	0.00177672	0.0034522	0.00482385	0.00470901	0.004682	0.00319382	0.0035388	0.00463163	0.00591898	0.00610063	0.00446824	0.00469998	0.00548154	0.00317769	0.00350377	0.00237082	0.0034695	0.00388854	0.00441941	0.005365	0.0046305	0.00443133	0.00308129	0.00407802	0.00715391	0.00540715	0.00415208	0.00370833	0.00295515
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.000138053	1.83E-05	8.50E-05	0	6.11E-05	0	0.000202656	0	0.000617706	1.09E-05	6.28E-06	0	8.57E-05	0.000338357	0.000555845	0	0	0	6.11E-05	2.00E-05	0	0.000294886	6.43E-05	0	1.32E-05	2.19E-05	0.000101886	0.000252393	3.70E-05	9.84E-05	2.79E-05	0.000179103	0.000697328	4.13E-05	0.00148232	1.93E-05	0.000674464	0	0.000271147	2.02E-05	1.42E-05	2.54E-05	0.00162149	9.74E-05	0.000107421	2.93E-05	0.000119695	1.73E-05	1.66E-05	0	5.97E-05	0.000323791	0	0	2.46E-05	0	0	1.27E-05	0.000146038	0.00177864	0	8.27E-05	0	0.000475478	0	0.000601	0.000225551	4.34E-05	3.90E-05	0.000145434	6.06E-06	0.000289033	1.34E-05	1.07E-05	4.54E-06	0.000154254	0.000181498	0.000242573	0.000174072	0.000229767	0.00017681	2.06E-05	0	5.67E-05	2.07E-05	3.59E-05	2.16E-05	0.000133177	8.97E-05	0.000734419	6.13E-05	8.09E-06	0.000183462	8.90E-05	0	1.49E-05	0.000189228	9.26E-06	1.17E-05	3.07E-05	0.000275732	0	0.000132305	0	2.59E-05	4.97E-05	1.22E-05	0	4.19E-05	0.000129965	0	0.000118003	0	0	0	0	3.44E-05	0	0	0	1.20E-05	0.000175955	0.000102471	3.51E-06	0.000171397	0	0	0	0	1.51E-05	0	3.69E-05	2.14E-05	3.53E-05	0	0.000591136	0.000205811	0	0	3.54E-05	0.000126607	0	0
ORNDEG-PWY: superpathway of ornithine degradation	0.000952835	8.48E-05	0.000538556	5.85E-05	0.000156078	0.00022731	0.00094221	7.11E-05	0.00128034	7.53E-05	2.68E-05	7.21E-05	0.000113156	0.00095045	0.0011447	0.000156486	0.00017878	2.22E-05	0.000401231	9.97E-05	0.00016306	0.000691431	0.000251611	0.000189649	0.000380146	8.39E-05	0.000372255	0.000704432	0.000317513	0.000284689	0.000144749	0.000395053	0.00142964	0.000209525	0.00616803	0.000399368	0.00175309	3.65E-05	0.00184344	0.000205338	0.000318066	8.57E-05	0.00301977	0.000323401	0.000339493	0.000377417	0.000888445	0.000293558	0.000353451	4.51E-05	0.000272268	0.000530306	0.000267074	0.000238551	0.000253943	5.91E-05	2.57E-05	0.000103485	0.000408186	0.00308618	7.18E-05	0.000674018	0	0.000974496	0.000167951	0.00151201	0.000917751	0.000153201	0.000158612	0.000524301	2.62E-05	0.000473913	8.79E-05	5.16E-05	9.23E-05	0.00022707	0.000353111	0.00192962	0.000908322	0.00192145	0.000664319	7.75E-05	1.23E-05	0.00022732	6.57E-05	0.000328058	0.000378401	0.00110779	0.000170469	0.00144026	0.000738407	8.26E-05	0.000431266	0.00027449	0.000188144	8.58E-05	0.00104236	0.000100194	0.000142823	0.00067709	0.000715875	0	0.000807234	0.000143964	0.000177242	0.00109474	4.18E-05	4.31E-05	0.00013636	0.000375032	2.03E-05	0.000405442	7.87E-05	2.86E-05	4.94E-05	0.000158575	0.000534918	4.74E-05	6.10E-05	0.000174946	0.00018523	0.00124247	0.000552019	0.000267757	0.000603459	0.000175902	4.13E-05	3.29E-05	0.000571224	0.000105328	3.81E-05	0.000241394	0.000360613	0.000328873	4.67E-05	0.00128619	0.000456375	1.06E-05	3.47E-05	0.000368396	0.000489992	3.06E-05	6.94E-05
P101-PWY: ectoine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
